microchip;species;sex;size;potentDangerous;neighborhood
966000101063524;CANINO;HEMBRA;GRANDE;NO;USAQUEN
966000101092044;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101092354;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101129040;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101129049;FELINO;MACHO;GRANDE;NO;USAQUEN
966000101129184;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101129187;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101129195;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101129270;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101129552;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101129566;FELINO;HEMBRA;GRANDE;NO;USAQUEN
966000101129737;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101129755;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101129904;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101129942;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101129963;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101129972;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101129992;CANINO;HEMBRA;GRANDE;SI;USAQUEN
966000101133027;CANINO;MACHO;GRANDE;SI;USAQUEN
966000101133036;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101133038;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101133055;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101133074;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101133154;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101133255;FELINO;HEMBRA;GRANDE;NO;USAQUEN
966000101133282;CANINO;HEMBRA;GRANDE;NO;USAQUEN
966000101133307;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101133418;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101133422;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101133431;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101133472;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
966000101133527;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101133599;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101133612;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101133634;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101133653;FELINO;HEMBRA;GRANDE;NO;USAQUEN
966000101133660;FELINO;HEMBRA;GRANDE;NO;USAQUEN
966000101133665;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101133714;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101133876;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101133894;CANINO;MACHO;MEDIANO;SI;USAQUEN
96600010ASF1133902;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101133957;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101133963;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101133984;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101134007;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134057;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101134070;FELINO;MACHO;MEDIANO;NO;USAQUEN
966000101134075;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134104;CANINO;HEMBRA;GRANDE;NO;USAQUEN
966000101134119;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101134148;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134172;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134175;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101134240;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101134272;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101134279;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101134348;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134350;CANINO;MACHO;GRANDE;NO;USAQUEN
966000101134362;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101134451;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134455;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134494;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101134531;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101134632;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101134633;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101134640;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101134881;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101134920;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101134927;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101136127;CANINO;MACHO;GRANDE;NO;USAQUEN
966000101136139;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101136206;FELINO;MACHO;MEDIANO;NO;USAQUEN
966000101136226;FELINO;MACHO;MEDIANO;NO;USAQUEN
966000101136231;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101136334;CANINO;HEMBRA;GRANDE;NO;USAQUEN
966000101136433;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101136707;CANINO;MACHO;MINIATURA;NO;USAQUEN
966000101136711;FELINO;MACHO;MEDIANO;NO;USAQUEN
966000101136733;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101136840;CANINO;HEMBRA;GRANDE;SI;USAQUEN
966000101136979;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101137002;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101137006;CANINO;MACHO;GRANDE;NO;USAQUEN
966000101137058;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101137612;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101137811;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101137838;CANINO;HEMBRA;GRANDE;NO;USAQUEN
966000101137902;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101138137;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101138173;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101138299;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101138487;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
966000101138548;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101138862;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101139082;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
966000101139186;CANINO;MACHO;MEDIANO;NO;USAQUEN
966000101139740;CANINO;MACHO;GRANDE;SI;USAQUEN
966000101139859;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
966000101139906;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101080579267;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101080719175;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101080733984;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101080737103;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101080739683;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101080739807;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101080745329;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101080749553;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101080750826;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101080826751;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101080832256;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101080853598;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101080934788;CANINO;MACHO;GRANDE;NO;USAQUEN
978HSAF101080935508;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101080935679;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
978101080935682;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101080935757;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101080956463;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081038917;CANINO;MACHO;MEDIANO;SI;USAQUEN
978101081048418;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081051299;FELINO;HEMBRA;MINIATURA;NO;USAQUEN
978101081051542;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081052549;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
978101081052785;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081052958;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081074712;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081075185;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081076470;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081077849;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081114517;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081142446;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081142843;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081143325;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081143414;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081143547;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081149769;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081149913;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081150153;FELINO;MACHO;MINIATURA;NO;USAQUEN
978101081150293;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081150307;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081150403;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081150536;FELINO;HEMBRA;GRANDE;NO;USAQUEN
978101081150610;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081150612;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081150685;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
978101081151703;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081151718;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081151813;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081152195;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
978101081152395;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081152819;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081152909;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081153300;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081153352;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
978101081153471;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
978101081153659;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081153682;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081154070;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081154115;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081154229;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081154308;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081154330;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081154339;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081154621;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081154702;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081154812;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081154899;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081154911;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081154918;FELINO;MACHO;MINIATURA;NO;USAQUEN
978101081155176;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081155237;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081155307;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081155583;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081162248;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081162616;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081184241;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081185920;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081191156;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081210595;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081213087;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081215384;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081228020;FELINO;MACHO;MINIATURA;NO;USAQUEN
978101081228055;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081228095;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081228358;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081228504;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081228640;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081228950;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081229564;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081234537;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081234890;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081234941;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
978101081796521;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081800392;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081805433;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081917044;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081917069;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081917144;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081917214;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081917231;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081917355;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081917379;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081917541;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081918310;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081918348;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081918909;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081919669;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081919992;CANINO;MACHO;GRANDE;SI;USAQUEN
978101081920050;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081920099;CANINO;MACHO;GRANDE;SI;USAQUEN
978101081920164;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
978101081920212;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
978101081920225;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
978101081920361;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081920438;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101JAISF081920444;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081920479;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081920504;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081920523;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081920533;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081920556;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081920591;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081920613;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081920624;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081920640;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081920674;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081920678;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081920700;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081920728;CANINO;HEMBRA;PEQUEÑO;SI;USAQUEN
978101081920900;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081922108;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081922142;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081922222;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081922497;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081922628;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081922654;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
978101081922845;CANINO;MACHO;GRANDE;SI;USAQUEN
978101081922913;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081922919;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081923350;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081923994;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081924002;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081924043;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081924073;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081924107;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081924193;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081924303;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081924340;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081924349;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081924351;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081924512;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081924701;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081924818;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081924858;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081925789;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081925987;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
9781AA01081926019;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081926226;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926231;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926385;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081926437;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081926497;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926511;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081926557;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926619;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081926627;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081926694;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081926721;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926726;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081926741;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081926786;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081926861;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926874;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926940;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081926960;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081927043;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927096;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081927113;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081927117;CANINO;MACHO;MINIATURA;NO;USAQUEN
978101081927141;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081927151;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081927163;CANINO;MACHO;MEDIANO;NO;USAQUEN
978101081927243;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081927249;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081927260;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081927297;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927338;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081927399;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927422;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927466;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927506;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081927646;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927673;CANINO;MACHO;GRANDE;NO;USAQUEN
978101081927792;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081927854;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081928196;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
978101081928228;FELINO;MACHO;MEDIANO;NO;USAQUEN
978101081928249;CANINO;MACHO;GRANDE;SI;USAQUEN
978101081928255;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
978101081928310;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
978101081928454;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101081929796;CANINO;HEMBRA;GRANDE;NO;USAQUEN
981000002782893;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
981020011157329;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
981098106202304;CANINO;MACHO;MUY GRANDE;NO;USAQUEN
981100000342316;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
981100002402229;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
981100002402236;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9811JSAJ00002404908;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
981100002405229;CANINO;MACHO;MEDIANO;NO;USAQUEN
981100002405518;CANINO;MACHO;MEDIANO;NO;USAQUEN
981100002405600;CANINO;MACHO;MEDIANO;NO;USAQUEN
981100002414510;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
985112005889861;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001000584883;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001000888905;CANINO;HEMBRA;MUY GRANDE;NO;USAQUEN
991001000888910;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000888912;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000888913;FELINO;MACHO;MEDIANO;NO;USAQUEN
991001000888914;CANINO;HEMBRA;GRANDE;NO;USAQUEN
991001000888915;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
991001000888919;CANINO;MACHO;MEDIANO;SI;USAQUEN
991001000889031;CANINO;MACHO;GRANDE;SI;USAQUEN
991001000889054;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000889071;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001000889120;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889177;FELINO;MACHO;MEDIANO;NO;USAQUEN
991001000889201;CANINO;MACHO;GRANDE;NO;USAQUEN
991001000889202;CANINO;MACHO;GRANDE;NO;USAQUEN
991001000889203;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889207;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889208;FELINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000889211;CANINO;MACHO;GRANDE;NO;USAQUEN
991001000889212;CANINO;HEMBRA;GRANDE;NO;USAQUEN
991001000889213;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000JKSAF889215;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000889243;CANINO;MACHO;GRANDE;NO;USAQUEN
991001000889244;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001000889245;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889247;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889251;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001000889262;CANINO;HEMBRA;PEQUEÑO;NO;USAQUEN
991001000889263;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001000889265;CANINO;MACHO;MINIATURA;NO;USAQUEN
991001000889266;CANINO;HEMBRA;GRANDE;SI;USAQUEN
991001000889280;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001000889281;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889286;CANINO;HEMBRA;GRANDE;NO;USAQUEN
991001000889288;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889289;CANINO;MACHO;GRANDE;NO;USAQUEN
991001000889292;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001000889295;CANINO;HEMBRA;GRANDE;NO;USAQUEN
991001000889298;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001000889300;CANINO;MACHO;GRANDE;NO;USAQUEN
991001000889307;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001000889311;CANINO;MACHO;MINIATURA;NO;USAQUEN
991001000889316;CANINO;HEMBRA;GRANDE;NO;USAQUEN
991001001134990;CANINO;MACHO;GRANDE;NO;USAQUEN
991SAJFOSA001001134991;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001001135081;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135089;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135091;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
991001001135119;CANINO;HEMBRA;GRANDE;NO;USAQUEN
991001001135127;CANINO;MACHO;GRANDE;NO;USAQUEN
991001001135152;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001001135194;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001001135205;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135229;CANINO;MACHO;MEDIANO;NO;USAQUEN
991001001135238;CANINO;MACHO;GRANDE;NO;USAQUEN
991001001135255;CANINO;MACHO;PEQUEÑO;NO;USAQUEN
991001001135279;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135284;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135328;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135331;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135337;FELINO;MACHO;PEQUEÑO;NO;USAQUEN
991001001135393;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
991001001135997;CANINO;MACHO;GRANDE;NO;USAQUEN
999111000004263;CANINO;MACHO;MEDIANO;NO;USAQUEN
999111000004266;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
123456789012346;FELINO;MACHO;MINIATURA;NO;CHAPINERO
900113000009424;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
900113000009606;CANINO;MACHO;MEDIANO;NO;CHAPINERO
900113000083568;CANINO;MACHO;PEQUEÑO;NO;CHAPINERO
900113000295799;FELINO;MACHO;PEQUEÑO;NO;CHAPINERO
900113000295930;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
900113000422511;FELINO;MACHO;MEDIANO;NO;CHAPINERO
900123456789015;CANINO;MACHO;PEQUEÑO;NO;CHAPINERO
900164000605638;CANINO;MACHO;PEQUEÑO;NO;CHAPINERO
900182000227279;FELINO;HEMBRA;MEDIANO;NO;CHAPINERO
900182000228212;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
900182000228215;CANINO;MACHO;MEDIANO;NO;CHAPINERO
900250000103002;CANINO;HEMBRA;GRANDE;NO;CHAPINERO
900250000292430;CANINO;MACHO;GRANDE;NO;CHAPINERO
900250000292432;CANINO;MACHO;GRANDE;NO;CHAPINERO
900250000292437;CANINO;HEMBRA;GRANDE;NO;CHAPINERO
900250000292438;CANINO;MACHO;GRANDE;NO;CHAPINERO
900250000292440;CANINO;MACHO;MEDIANO;NO;CHAPINERO
900250000292445;CANINO;HEMBRA;GRANDE;NO;CHAPINERO
900250000292448;CANINO;MACHO;MEDIANO;NO;CHAPINERO
900250000405394;CANINO;MACHO;GRANDE;NO;CHAPINERO
900250000481028;CANINO;MACHO;MUY GRANDE;NO;CHAPINERO
900250000481154;CANINO;HEMBRA;MEDIANO;SI;CHAPINERO
900250000481155;FELINO;MACHO;GRANDE;NO;CHAPINERO
90KFJAS0250000481158;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
900250000481167;FELINO;MACHO;MEDIANO;NO;CHAPINERO
